adapter,case_id,confidence,expected,label,latency_ms,model_name,ok,pair,requested_model,returned_model,text,wall_ms,warmup
openrouter-decisions,banking77-test-0268,0.48,fiat_currency_support,fiat_currency_support,387.505535,openrouter-jev,True,57,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Which country's currency do you support?,509.046418,False
openrouter-decisions,banking77-test-2013,0.94,verify_source_of_funds,verify_source_of_funds,360.704886,openrouter-jev,True,58,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I find the origination of my funds?,489.653224,False
openrouter-decisions,banking77-test-2693,0.67,balance_not_updated_after_bank_transfer,pending_transfer,317.028931,openrouter-jev,True,59,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Hello I made a bank transfer couple hours ago from my UK account but it doesn't show up yet. Can you please check if everything is alright with it?,432.643283,False
openrouter-decisions,banking77-test-2520,0.94,order_physical_card,get_physical_card,362.678841,openrouter-jev,True,60,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I get a real card?,482.948112,False
openrouter-decisions,banking77-test-2852,1.0,activate_my_card,activate_my_card,371.018178,openrouter-jev,True,61,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What is the process of card activation?,494.569506,False
openrouter-decisions,banking77-test-0051,1.0,card_linking,card_linking,339.893152,openrouter-jev,True,62,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How do I link a new card?,472.670137,False
openrouter-decisions,banking77-test-2401,0.94,getting_spare_card,getting_spare_card,415.694312,openrouter-jev,True,63,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Would it be possible to get another card?,533.577431,False
openrouter-decisions,banking77-test-0242,0.65,fiat_currency_support,supported_cards_and_currencies,352.818907,openrouter-jev,True,64,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I want to know how many different currencies my money can be in,484.886459,False
openrouter-decisions,banking77-test-2750,0.91,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,344.130027,openrouter-jev,True,65,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What do I do if I notice a strange withdrawl in my statement?,466.966201,False
openrouter-decisions,banking77-test-1238,0.83,unable_to_verify_identity,unable_to_verify_identity,326.792136,openrouter-jev,True,66,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why can't I verify my identity?,460.426625,False
openrouter-decisions,banking77-test-2450,1.0,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,323.156026,openrouter-jev,True,67,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I'd like to use cash to top up. How do I find that option?,435.752333,False
openrouter-decisions,banking77-test-2297,0.93,failed_transfer,failed_transfer,330.607482,openrouter-jev,True,68,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My transfer will not go through.,442.962654,False
openrouter-decisions,banking77-test-1202,0.98,unable_to_verify_identity,unable_to_verify_identity,424.633474,openrouter-jev,True,69,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I do not have what is required to prove my identity,541.665323,False
openrouter-decisions,banking77-test-1886,1.0,terminate_account,terminate_account,356.176043,openrouter-jev,True,70,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I'm tired of all the problems I've had. I want to quit this account!,468.044677,False
openrouter-decisions,banking77-test-2768,1.0,exchange_charge,exchange_charge,337.945884,openrouter-jev,True,71,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Is there a fee for exchanging currencies?,464.914097,False
openrouter-decisions,banking77-test-2317,0.94,failed_transfer,failed_transfer,375.386884,openrouter-jev,True,72,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why didn't my transfer go through?,490.864137,False
openrouter-decisions,banking77-test-2059,0.93,transfer_timing,transfer_timing,379.506439,openrouter-jev,True,73,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How long is my Europe transfer wait?,502.442241,False
openrouter-decisions,banking77-test-0291,0.95,card_delivery_estimate,card_delivery_estimate,335.278352,openrouter-jev,True,74,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Does delivery to the US take long?,460.982096,False
openrouter-decisions,banking77-test-0643,1.0,pending_top_up,pending_top_up,293.06015,openrouter-jev,True,75,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What would lead to my top up still pending?,408.509125,False
openrouter-decisions,banking77-test-1014,0.52,top_up_reverted,top_up_failed,397.873561,openrouter-jev,True,76,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why would my top up be cancelled?,506.995427,False
openrouter-decisions,banking77-test-0436,0.69,exchange_via_app,fiat_currency_support,327.275899,openrouter-jev,True,77,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"I think I want AUD and not GBP, can you help?",434.366206,False
openrouter-decisions,banking77-test-2332,1.0,transfer_into_account,transfer_into_account,348.51551,openrouter-jev,True,78,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I would like to transfer some money from my other bank account into this one.,462.736359,False
openrouter-decisions,banking77-test-1337,0.34,topping_up_by_card,receiving_money,357.895671,openrouter-jev,True,79,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I give my friends access to my account so they can top it up for me?,480.878482,False
openrouter-decisions,banking77-test-1580,0.82,declined_cash_withdrawal,declined_cash_withdrawal,340.602326,openrouter-jev,True,80,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Why did the ATM machine fail to give me a cash withdrawal?,464.414803,False
openrouter-decisions,banking77-test-0066,1.0,card_linking,card_linking,320.801543,openrouter-jev,True,81,typesafe/jev-1.13,typesafe/jev-1.13-20260917,how do I link an already existing card?,438.59018,False
openrouter-decisions,banking77-test-2046,0.81,transfer_timing,transfer_timing,312.655867,openrouter-jev,True,82,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How long until my transfer goes through?,442.033568,False
openrouter-decisions,banking77-test-0096,1.0,exchange_rate,exchange_rate,752.455872,openrouter-jev,True,83,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Do you have a list of exchange rates?,872.325971,False
openrouter-decisions,banking77-test-1392,0.94,disposable_card_limits,getting_virtual_card,379.808591,openrouter-jev,True,84,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How many virtual cards do I get?,493.141808,False
openrouter-decisions,banking77-test-1073,0.61,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_cheque_or_cash_deposit,358.463632,openrouter-jev,True,85,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I sent a cheque  a few days ago and nothing has happened to my account yet. Can you please check on this for me?,485.894569,False
openrouter-decisions,banking77-test-0900,0.99,supported_cards_and_currencies,topping_up_by_card,358.231196,openrouter-jev,True,86,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How can I use American Express to add money to my account?,483.68328,False
openrouter-decisions,banking77-test-2345,0.95,transfer_into_account,transfer_into_account,371.595299,openrouter-jev,True,87,typesafe/jev-1.13,typesafe/jev-1.13-20260917,CAN YOU EXPLAIN HOW TO TRANSFER MONEY INTO MY  ACCOUNT FOR ME?,504.268612,False
openrouter-decisions,banking77-test-2191,0.99,beneficiary_not_allowed,failed_transfer,506.419712,openrouter-jev,True,88,typesafe/jev-1.13,typesafe/jev-1.13-20260917,The account transfer I was trying to do failed.,635.21881,False
openrouter-decisions,banking77-test-1574,0.55,declined_cash_withdrawal,declined_cash_withdrawal,743.155302,openrouter-jev,True,89,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I can't get money out of the ATM,865.669446,False
openrouter-decisions,banking77-test-2254,0.31,receiving_money,transfer_into_account,377.288161,openrouter-jev,True,90,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Do I need to establish I am paid in GBP before a transfer?,509.497311,False
openrouter-decisions,banking77-test-2339,0.94,transfer_into_account,topping_up_by_card,322.345774,openrouter-jev,True,91,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How do I top up my card?,457.95923,False
openrouter-decisions,banking77-test-1623,0.88,pending_card_payment,pending_card_payment,403.605085,openrouter-jev,True,92,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How long do card transactions take to clear?,524.145617,False
openrouter-decisions,banking77-test-3058,0.99,country_support,country_support,308.067495,openrouter-jev,True,93,typesafe/jev-1.13,typesafe/jev-1.13-20260917,From what countries can I use this product?,428.294724,False
openrouter-decisions,banking77-test-0308,0.93,card_delivery_estimate,card_delivery_estimate,414.797388,openrouter-jev,True,94,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How long does shipping take to get to a US destination?,575.919601,False
openrouter-decisions,banking77-test-2970,0.92,apple_pay_or_google_pay,apple_pay_or_google_pay,345.011018,openrouter-jev,True,95,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I use Apple Pay to top up?,465.582459,False
openrouter-decisions,banking77-test-3077,1.0,country_support,country_support,347.725758,openrouter-jev,True,96,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How many countries do you support?,484.989722,False
openrouter-decisions,banking77-test-0646,1.0,pending_top_up,pending_top_up,407.732515,openrouter-jev,True,97,typesafe/jev-1.13,typesafe/jev-1.13-20260917,The top-up is pending.,537.90139,False
openrouter-decisions,banking77-test-1856,0.48,pending_transfer,pending_transfer,304.56448,openrouter-jev,True,98,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"I transferred money yesterday, but it still isn't available?",427.92551,False
openrouter-decisions,banking77-test-2733,1.0,cash_withdrawal_not_recognised,cash_withdrawal_not_recognised,334.631031,openrouter-jev,True,99,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I checked the app and saw an extra cash withdrawal that I didn't authorize,464.41678,False
openrouter-decisions,banking77-test-2215,0.6,transfer_fee_charged,transfer_not_received_by_recipient,374.403583,openrouter-jev,True,100,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"Hi,  Please help me, as i have transferred some amount but receiver did not get the same amount. He received a bit less. Due to this again i need to transfer the difference.   I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this.",507.562044,False
openrouter-decisions,banking77-test-0870,0.89,transfer_not_received_by_recipient,transfer_timing,376.001409,openrouter-jev,True,101,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How long will it take for my transaction to be completed?,507.637766,False
openrouter-decisions,banking77-test-0505,1.0,age_limit,age_limit,329.066414,openrouter-jev,True,102,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can my children have their own account?,451.449868,False
openrouter-decisions,banking77-test-1444,1.0,atm_support,atm_support,365.459044,openrouter-jev,True,103,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Is there a list of ATM machines?,493.371994,False
openrouter-decisions,banking77-test-0919,1.0,supported_cards_and_currencies,supported_cards_and_currencies,382.825833,openrouter-jev,True,104,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What currencies or cards do you support for topping up?,498.565921,False
openrouter-decisions,banking77-test-2523,0.98,virtual_card_not_working,virtual_card_not_working,485.416547,openrouter-jev,True,105,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My disposable virtual card is broken.,598.142081,False
openrouter-decisions,banking77-test-0886,0.75,supported_cards_and_currencies,supported_cards_and_currencies,309.669036,openrouter-jev,True,106,typesafe/jev-1.13,typesafe/jev-1.13-20260917,What kind of currencies can I use to add money?,432.292364,False
openrouter-decisions,banking77-test-2476,1.0,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,395.679367,openrouter-jev,True,107,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"I have a cheque here, can I use it to top off my account?",523.698798,False
openrouter-decisions,banking77-test-0970,0.94,card_acceptance,card_acceptance,371.2696,openrouter-jev,True,108,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Is there anywhere my card will not be accepted?,493.092232,False
openrouter-decisions,banking77-test-2267,0.65,receiving_money,top_up_by_cash_or_cheque,385.784722,openrouter-jev,True,109,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How do I deposit my paycheck to this account?,506.060935,False
openrouter-decisions,banking77-test-2564,0.88,wrong_exchange_rate_for_cash_withdrawal,exchange_rate,323.001133,openrouter-jev,True,110,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can you look to make sure the exchange rate is correct,446.853676,False
openrouter-decisions,banking77-test-2039,0.81,verify_source_of_funds,verify_source_of_funds,360.400194,openrouter-jev,True,111,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Where does all this money come from though?,477.985198,False
openrouter-decisions,banking77-test-0767,1.0,wrong_amount_of_cash_received,wrong_amount_of_cash_received,296.707996,openrouter-jev,True,112,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I'm at an ATM and withdrew 30 pounds and was only given 10. What should I do?,406.201967,False
openrouter-decisions,banking77-test-1572,0.98,declined_cash_withdrawal,declined_cash_withdrawal,322.122557,openrouter-jev,True,113,typesafe/jev-1.13,typesafe/jev-1.13-20260917,"Hi, I was trying to use my card but it was declining by ATM. I have cross checked with two different ATMs but i was facing the same issue. Could you please check my account.",440.981161,False
openrouter-decisions,banking77-test-1689,1.0,request_refund,request_refund,359.490619,openrouter-jev,True,114,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Can I have a refund?,471.072275,False
openrouter-decisions,banking77-test-0340,0.54,automatic_top_up,automatic_top_up,377.193829,openrouter-jev,True,115,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How do I make sure I don't run out of money on my card while traveling?,492.035171,False
openrouter-decisions,banking77-test-1513,0.67,direct_debit_payment_not_recognised,compromised_card,349.15546,openrouter-jev,True,116,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I am concerned about the security in my account and would like to make a dispute.,478.10085,False
openrouter-decisions,banking77-test-0712,0.98,cancel_transfer,cancel_transfer,339.440741,openrouter-jev,True,117,typesafe/jev-1.13,typesafe/jev-1.13-20260917,I need to make an immediate cancellation related to a transfer. This was a mistake. Please assist quickly so this does not actually go through.,460.594388,False
openrouter-decisions,banking77-test-0601,0.38,top_up_by_bank_transfer_charge,transfer_fee_charged,330.410877,openrouter-jev,True,118,typesafe/jev-1.13,typesafe/jev-1.13-20260917,how much do you charge to accept transfers,458.704279,False
openrouter-decisions,banking77-test-0853,0.63,transfer_not_received_by_recipient,failed_transfer,327.162624,openrouter-jev,True,119,typesafe/jev-1.13,typesafe/jev-1.13-20260917,transaction failed?,449.453668,False
openrouter-decisions,banking77-test-1216,0.85,unable_to_verify_identity,passcode_forgotten,344.397557,openrouter-jev,True,120,typesafe/jev-1.13,typesafe/jev-1.13-20260917,The app will not let me into my account.,456.855049,False
openrouter-decisions,banking77-test-2433,0.82,getting_spare_card,getting_spare_card,367.12678,openrouter-jev,True,121,typesafe/jev-1.13,typesafe/jev-1.13-20260917,Where do I request another card?,480.582077,False
openrouter-decisions,banking77-test-1703,0.56,request_refund,cancel_transfer,353.839133,openrouter-jev,True,122,typesafe/jev-1.13,typesafe/jev-1.13-20260917,How do I cancel a previous purchase,476.047274,False
openrouter-decisions,banking77-test-2251,0.5,receiving_money,receiving_money,447.947258,openrouter-jev,True,123,typesafe/jev-1.13,typesafe/jev-1.13-20260917,My salary is received in the form of GBP. Do I need to do anything specific to configure this?,569.394518,False
